간균	ㄱㅏㄴㄱㅠㄴ	막대 모양으로 생긴 분열균. 결핵균, 대장균, 디프테리아균, 백일해균, 페스트균 따위가 있다. ≒간상균·막대 박테리아·바실루스.
간극	ㄱㅏㄴㄱㅡㄱ	
간근	ㄱㅏㄴㄱㅡㄴ	줄기와 뿌리를 아울러 이르는 말.
간급	ㄱㅏㄴㄱㅡㅂ	정해진 급과 급 사이에 임시로 매긴 급.
간난	ㄱㅏㄴㄴㅏㄴ	2. '가난'의 원말.
간납	ㄱㅏㄴㄴㅏㅂ	제사에 쓰는 저냐. 소의 간이나 처녑 또는 생선 살 따위로 만든다.
간년	ㄱㅏㄴㄴㅕㄴ	
간념	ㄱㅏㄴㄴㅕㅁ	간절한 생각.
간뇌	ㄱㅏㄴㄴㅗㅣ	척추동물에서, 대뇌와 소뇌 사이에 있는 부분. 내장이나 혈관의 활동을 조절한다. ≒사이골.
간능	ㄱㅏㄴㄴㅡㅇ	
간단	ㄱㅏㄴㄷㅏㄴ	잠시 그치거나 끊어짐.
간담	ㄱㅏㄴㄷㅏㅁ	1. 간과 쓸개를 아울러 이르는 말. 2. 속마음을 비유적으로 이르는 말.
간답	ㄱㅏㄴㄷㅏㅂ	기둥 사이의 폭.
간당	ㄱㅏㄴㄷㅏㅇ	선원에서, 간당틀을 차려 놓고 참선하는 일. 또는 참선을 지도하는 책임자.
간대	ㄱㅏㄴㄷㅏㅣ	=간짓대.
간독	ㄱㅏㄴㄷㅗㄱ	1. 종이가 없던 때에, 중국에서 글씨를 쓰는 데에 사용한 대쪽과 얇은 나무쪽. 2. =편지(片紙). 3. =편지틀.
간락	ㄱㅏㄴㄹㅏㄱ	'건락'의 원말.
간랍	ㄱㅏㄴㄹㅏㅂ	'간납'의 변한말.
간량	ㄱㅏㄴㄹㅑㅇ	선사에서, 대중의 식량을 보호하며 이를 맡아보는 소임.
간련	ㄱㅏㄴㄹㅕㄴ	일에 익숙함.
간룡	ㄱㅏㄴㄹㅛㅇ	풍수지리에서, 묘지 뒤의 내룡(來 龍)을 찾아보는 일. 내룡이 어떠한가에 따라 산소의 복되고 복되지 않음이 결정된다.
간릉	ㄱㅏㄴㄹㅡㅇ	'간능(幹能)'의 변한말.
간린	ㄱㅏㄴㄹㅣㄴ	'인색(吝 嗇)'을 이르는 말.
간만	ㄱㅏㄴㅁㅏㄴ	간경(肝經)에 사기(邪氣)가 몰려 그득해지는 증상. 양 옆구리가 뻐근하고 잠을 잘 자지 못하며, 오줌이 잘 나오지 않고 몸이 붓는다.
간망	ㄱㅏㄴㅁㅏㅇ	간절히 바람.
간면	ㄱㅏㄴㅁㅕㄴ	칼 따위의 갈아 놓은 면. ≒삭마면.
간명	ㄱㅏㄴㅁㅕㅇ	마음속에 깊이 새김.
간목	ㄱㅏㄴㅁㅗㄱ	=벌목(伐木).
간몰	ㄱㅏㄴㅁㅗㄹ	'건몰'의 원말.
간문	ㄱㅏㄴㅁㅜㄴ	1. =샛문(-門) . 2. =샛문 . 3. 서울의 정문인 사대문 사이에 있는 동소문, 서소문 따위의 작은 문.
간물	ㄱㅏㄴㅁㅜㄹ	=간인(奸人).
간민	ㄱㅏㄴㅁㅣㄴ	=유민(遊民).
간박	ㄱㅏㄴㅂㅏㄱ	=간점(間點).
간반	ㄱㅏㄴㅂㅏㄴ	'기미'를 전문적으로 이르는 말.
